timestamp,ip,method,url,status,attack_type,user_agent
2025-05-22 00:49:05,172.182.214.32,GET,/,499,Remote File Inclusion (RFI),"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.0; +https://openai.com/gptbo"
2025-05-22 00:49:07,172.182.215.227,GET,/,499,Remote File Inclusion (RFI),"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.0; +https://openai.com/gptbo"
2025-05-22 01:17:14,149.78.179.131,GET,/.env,200,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:17:14,149.78.179.131,GET,/.git/HEAD,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:17:14,149.78.179.131,GET,/.git/config,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:17:15,149.78.179.131,GET,/.git/index,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:17:15,149.78.179.131,GET,/.git/logs/,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:17:15,149.78.179.131,GET,/.htaccess,200,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:19:07,149.78.179.131,GET,/phpinfo.php,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:20:30,149.78.179.131,GET,/.env,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Sa"
2025-05-22 01:21:37,149.78.179.131,GET,/.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Sa"
2025-05-22 01:23:01,149.78.179.131,GET,/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Sa"
2025-05-22 01:23:06,66.249.85.15,GET,/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrom"
2025-05-22 01:23:07,66.249.88.197,GET,/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrom"
2025-05-22 01:23:08,74.125.210.39,GET,/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrom"
2025-05-22 01:37:35,149.78.179.131,GET,/public/xx.txt/.env,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:37:35,149.78.179.131,GET,/public/xx.txt/.git/HEAD,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:37:35,149.78.179.131,GET,/public/xx.txt/.git/config,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:37:36,149.78.179.131,GET,/public/xx.txt/.git/index,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:37:36,149.78.179.131,GET,/public/xx.txt/.git/logs/,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:37:36,149.78.179.131,GET,/public/xx.txt/.htaccess,404,Sensitive Data Exposure Probe,gobuster/3.6
2025-05-22 01:41:06,93.123.109.228,GET,/.env.prod,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:06,93.123.109.228,GET,/.env.uat,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:07,93.123.109.228,GET,/files/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:08,93.123.109.228,GET,/src/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:09,93.123.109.228,GET,/static../.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:10,93.123.109.228,GET,/media/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:10,93.123.109.228,GET,/.env,200,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:11,93.123.109.228,GET,/.env.save,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:11,93.123.109.228,GET,/assets../.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:12,93.123.109.228,GET,/.env.stage,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:13,93.123.109.228,GET,/.env.staging.local,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:14,93.123.109.228,GET,/prod/.env,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:15,93.123.109.228,GET,/api/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:15,93.123.109.228,GET,/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:16,93.123.109.228,GET,/data/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:17,93.123.109.228,GET,/settings/.env,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:18,93.123.109.228,GET,/server/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:19,93.123.109.228,GET,/dev/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:20,93.123.109.228,GET,/.env.bak,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:20,93.123.109.228,GET,/.env.dev,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:21,93.123.109.228,GET,/.env.production,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:22,93.123.109.228,GET,/config/.env,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:22,93.123.109.228,GET,/.env.template,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:23,93.123.109.228,GET,/app/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:24,93.123.109.228,GET,/configuration/.env,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:25,93.123.109.228,GET,/.env.config,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:26,93.123.109.228,GET,/.env.default,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:26,93.123.109.228,GET,/.env.dist,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:27,93.123.109.228,GET,/.env_sample,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:28,93.123.109.228,GET,/.env.dev.local,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:29,93.123.109.228,GET,/.env.local,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:29,93.123.109.228,GET,/cms/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:30,93.123.109.228,GET,/project/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:31,93.123.109.228,GET,/.env.development.local,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:32,93.123.109.228,GET,/.env.test,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:32,93.123.109.228,GET,/media../.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:33,93.123.109.228,GET,/config/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:34,93.123.109.228,GET,/.env.ci,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:34,93.123.109.228,GET,/.env.secret,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:35,93.123.109.228,GET,/core/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:37,93.123.109.228,GET,/.env.production.local,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:38,93.123.109.228,GET,/www/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:38,93.123.109.228,GET,/.env.backup,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:39,93.123.109.228,GET,/.env.preprod,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:40,93.123.109.228,GET,/.env.live,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:40,93.123.109.228,GET,/.env.sandbox,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:41,93.123.109.228,GET,/backup/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:42,93.123.109.228,GET,/admin/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:43,93.123.109.228,GET,/api/.env,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:44,93.123.109.228,GET,/build/.env,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:44,93.123.109.228,GET,/.env.testing,302,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:41:45,93.123.109.228,GET,/public/.git/config,404,Sensitive Data Exposure Probe,l9explore/1.2.2
2025-05-22 01:52:17,173.252.69.113,GET,/public/frontend/template/img/navy.png,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:23,173.252.87.113,GET,/Biodata,302,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:25,173.252.87.3,GET,/,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.4,GET,/public/frontend/template/menu/js/smart-megamenu.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.10,GET,/public/frontend/template/js/jquery.fs-slider.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.114,GET,/public/frontend/template/Notice/js/ideaboxNews.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.5,GET,/public/frontend/template/js/jquery.ba-cond.min.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.18,GET,/public/frontend/template/js/owl.carousel.min.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.8,GET,/public/frontend/template/js/wow.min.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.112,GET,/public/frontend/template/js/portfolio.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.10,GET,/public/frontend/template/js/skrollr.min.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.6,GET,/public/frontend/template/welfare/js/gallery-team.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:29,173.252.87.1,GET,/public/frontend/template/circular/js/jquery.newsTicker.js,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:31,173.252.83.1,GET,/public/notice_gallery/f9395ccbe052ea660398e5f4191fca1a.pdf,404,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:32,173.252.87.23,GET,/public/notice_gallery/ecc2fc791c8f9af529470325b0af14c2.pdf,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:08:32,173.252.87.6,GET,/public/notice_gallery/b731ba5572dc285b68e4196b8d882fd1.pdf,200,Remote File Inclusion (RFI),facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
2025-05-22 02:09:38,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html/public&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:09:46,202.186.192.179,POST,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html/public&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:09:48,202.186.192.179,POST,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html/public&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:09:50,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html/public&action=edit&file=test.php,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:23:08,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:23:08,202.186.192.179,GET,/favicon.ico,302,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:23:08,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:27:56,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=index.php,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:30:08,194.233.72.214,GET,/phpinfo.php,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/5"
2025-05-22 02:30:21,194.233.72.214,GET,/.env,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/5"
2025-05-22 02:30:21,194.233.72.214,GET,/config/.env,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/5"
2025-05-22 02:37:36,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=index.php,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:44:58,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:44:59,202.186.192.179,GET,/favicon.ico,302,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:44:59,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:47:20,202.186.192.179,POST,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:47:21,202.186.192.179,GET,/favicon.ico,302,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:47:21,202.186.192.179,GET,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:50:22,202.186.192.179,POST,/public/backend/font-awesome/scss/admins-dir.php?dir=/var/www/html&action=edit&file=.htaccess,200,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
2025-05-22 02:50:23,202.186.192.179,GET,/favicon.ico,302,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Sa"
