timestamp,ip,method,url,status,attack_type,user_agent
2025-05-21 01:18:50,118.125.40.4,GET,/index/ajax/lang?lang=../../application/database,404,Local File Inclusion (LFI) / Path Traversal,python-requests/2.32.3
2025-05-21 01:56:32,134.209.12.107,GET,/admin/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
2025-05-21 01:56:33,134.209.12.107,GET,/api/v1/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/537.36 (KHTML, like Gecko) Safari/106.0 Safari/537.36"
2025-05-21 01:56:36,134.209.12.107,GET,/gateway/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16."
2025-05-21 01:56:38,134.209.12.107,GET,/temp/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17."
2025-05-21 01:56:41,134.209.12.107,GET,//.git/config,404,Sensitive Data Exposure Probe,Mozilla/5.0 (ZZ; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0
2025-05-21 01:56:43,134.209.12.107,GET,/navy/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0."
2025-05-21 01:56:46,134.209.12.107,GET,/administrator/.git/config,404,Sensitive Data Exposure Probe,Mozilla/5.0 (ZZ; Linux i686; rv:135.0) Gecko/20100101 Firefox/135.0
2025-05-21 01:56:49,134.209.12.107,GET,/amphtml/.git/config,404,Sensitive Data Exposure Probe,Mozilla/5.0 (Debian; Linux i686; rv:135.0) Gecko/20100101 Firefox/135.0
2025-05-21 01:56:51,134.209.12.107,GET,/aomanalyzer/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16."
2025-05-21 01:56:53,134.209.12.107,GET,/app/config/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Debian; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/53"
2025-05-21 01:56:56,134.209.12.107,GET,/app/dev/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_7_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3"
2025-05-21 01:56:57,134.209.12.107,GET,/app/frontend/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
2025-05-21 01:56:58,134.209.12.107,GET,/app/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17."
2025-05-21 01:56:59,134.209.12.107,GET,/application/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Ubuntu; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537."
2025-05-21 01:57:00,134.209.12.107,GET,/app/resources/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (CentOS; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/53"
2025-05-21 01:57:01,134.209.12.107,GET,/assets../.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/128.0 Safari/537.36"
2025-05-21 01:57:02,134.209.12.107,GET,/auth/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Fedora; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537."
2025-05-21 01:57:04,134.209.12.107,GET,/backup/.git/config,404,Sensitive Data Exposure Probe,Mozilla/5.0 (Fedora; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0
2025-05-21 01:57:07,134.209.12.107,GET,/blog/.git/config,404,Sensitive Data Exposure Probe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16."
2025-05-21 01:57:08,134.209.12.107,GET,/blog/wp-content/themes/.git/config,404,Sensitive Data Exposure Probe,Mozilla/5.0 (Debian; Linux x86_64; rv:132.0) Gecko/20100101 Firefox/132.0
